demonstration	demon_label	test_sentence	response	attachment	structure
The forest of the animals pleased us	The forest of pleased us	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The detective solved the mystery	The detective solved	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The designer of the dress took a bow	The designer of took a bow	The car of the driver that had the moustache was pretty cool	the car of that had the moustache was pretty cool	adjunct	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The baker baked the cake	The baker baked	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The jeweler polished the diamond	The jeweler polished	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The photographer adjusted the lens	The photographer adjusted	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The student solved the equation	The student solved	The coach led the team with three members	the coach led	pp	structure_1
The chef cooked the meal	The chef cooked	the cook ate the meal with some cauliflowers	the cook ate	pp	structure_1
The driver steered the car	The driver steered	The professor challenged the students with his projects	the professor challenged the students	pp	structure_2
The manager of the factory was efficient	The manager of was efficient	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The architect designed the building	The architect designed	The guy caught the rat with a scar	the guy caught	pp	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The painter of the house that had the small windows looked odd	the painter of the small windows looked odd	adjunct	structure_1
The artist of the mural completed his work	The artist of completed his work	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The machine of the inventor that had the goatee was amazing	the machine of amazing	adjunct	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The teacher explained the concept	The teacher explained	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The attorney of the company bothered me	The attorney of bothered me	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The mechanic fixed the engine	The mechanic fixed	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The bishop of the church that had the funny eyebrows looked odd	the bishop of the funny eyebrows looked odd	adjunct	structure_2
The chef seasoned the soup	The chef seasoned	Dan entered the room with a key	dan entered	pp	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The gamer played the game	The gamer played	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The house of the painter looked odd	The house of looked odd	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
