demonstration	demon_label	test_sentence	response	attachment	structure
The photographer adjusted the lens	The photographer adjusted	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The artist of the mural completed his work	The artist of completed his work	The chef of the restaurant that had the blue tiles pleased us	the chef of the restaurant pleased us	adjunct	structure_1
The bird sang a melody	The bird sang	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The librarian sorted the books	The librarian sorted	The coach led the team with three members	the coach led the team	pp	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The editor of the thesis that had the big nose made a lot of sense	fail to follow	adjunct	structure_2
The detective solved the mystery	The detective solved	The guy caught the rat with a scar	the guy caught	pp	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The pilot flew the airplane	The pilot flew	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The actor memorized the script	The actor memorized	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The house of the painter that had the small windows looked odd	fail to follow	adjunct	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The miner of the gold that had the impurities was worthless	fail to follow	adjunct	structure_1
The mechanic fixed the engine	The mechanic fixed	The basketball player won the game with his team	the basketball player won	pp	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The church of the bishop that had the funny eyebrows looked odd	the church of the funny eyebrows looked odd	adjunct	structure_1
The chef seasoned the soup	The chef seasoned	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The manager of the factory was efficient	The manager of was efficient	The valley of the flowers that had the old castle excited the tourists	the valley of that had excited the tourists	adjunct	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The machine of the inventor that had the goatee was amazing	the machine of that was amazing	adjunct	structure_1
The gardener watered the plants	The gardener watered	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The attorney of the company bothered me	The attorney of bothered me	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The teacher explained the concept	The teacher explained	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The park of the city delighted the children	The park of delighted the children	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The fisherman caught the trout	The fisherman caught	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The lawyer argued the case	The lawyer argued	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
