demonstration	demon_label	test_sentence	response	attachment	structure
The attorney of the company bothered me	The attorney of bothered me	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The drugs of the supplier that had a nasty effect hurt everyone	the drugs that hurt everyone	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The inventor of the machine that had the goatee was amazing	the inventor of was amazing	adjunct	structure_2
The journalist reported the news	The journalist reported	The coach led the team with three members	the coach led the team	pp	structure_1
The house of the painter looked odd	The house of looked odd	The singer of the song that had long eyelashes was very smart	the singer of that had long eyelashes was very smart	adjunct	structure_2
The chef cooked the meal	The chef cooked	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The gardener watered the plants	The gardener watered	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The singer composed a song	The singer composed	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The teacher explained the concept	The teacher explained	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The forest of the animals pleased us	The forest of pleased us	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The church of the bishop that had the funny eyebrows looked odd	the church of the bishop looked odd	adjunct	structure_1
The park of the city delighted the children	The park of delighted the children	The writer of the letter that had blonde hair arrived this morning	the writer of blonde hair arrived this morning	adjunct	structure_2
The hiker climbed the mountain	The hiker climbed	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The driver steered the car	The driver steered	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The plains of the tribe looked strange	The plains of looked strange	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	Jasmine sang the song with the lovely students	jasmine sang with the lovely students	pp	structure_2
The director of the orchestra played well	The director of played well	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The carpenter built the house	The carpenter built	The basketball player won the game with his team	the basketball player won with his team	pp	structure_2
The architect designed the building	The architect designed	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The jeweler polished the diamond	The jeweler polished	The doctor saved the boy using a pacemaker	the doctor saved	pp	structure_2
The fisherman caught the trout	The fisherman caught	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
