demonstration	demon_label	test_sentence	response	attachment	structure
The mansion of the celebrity excited the fans	The mansion of excited the fans	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The attorney of the company bothered me	The attorney of bothered me	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The director of the orchestra played well	The director of played well	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The singer composed a song	The singer composed	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The student read the book	The student read	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The journalist reported the news	The journalist reported	The magician amazed the participant with a fancy scene	the magician amazed the participant	pp	structure_2
The house of the painter looked odd	The house of looked odd	The car of the driver that had the moustache was pretty cool	the car of that had the moustache was pretty cool	adjunct	structure_1
The detective solved the mystery	The detective solved	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The architect designed the building	The architect designed	The guy caught the rat with a trap	the guy caught	pp	structure_2
The chef seasoned the soup	The chef seasoned	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The photographer adjusted the lens	The photographer adjusted	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The mechanic fixed the engine	The mechanic fixed	The doctor saved the boy using a pacemaker	the doctor saved	pp	structure_2
The student solved the equation	The student solved	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The forest of the animals pleased us	The forest of pleased us	The editor of the thesis that had the big nose made a lot of sense	the editor of made a lot of sense	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The singer of the song that had long eyelashes was very smart	the singer of that was very smart	adjunct	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The machine of the inventor that had the goatee was amazing	fail to follow	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The restaurant of the chef that had the blue tiles pleased us	the restaurant of had the blue tiles pleased us	adjunct	structure_2
The carpenter built the house	The carpenter built	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The pilot flew the airplane	The pilot flew	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The sculptor chiseled the statue	The sculptor chiseled	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
