demonstration	demon_label	test_sentence	response	attachment	structure
The library of the school attracted many scholarse	The library of attracted many scholarse	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The song of the player is really popular	The song of is really popular	The singer of the song that had long eyelashes was very smart	the singer of that was very smart	adjunct	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of drugs hurt everyone	adjunct	structure_1
The journalist reported the news	The journalist reported	The magician amazed the participant with a fancy scene	the magician amazed the participant	pp	structure_2
The lawyer argued the case	The lawyer argued	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The letter of the writer that had blonde hair arrived this morning	the letter of the writer arrived this morning	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The driver of the car that had the moustache was pretty cool	the driver of was pretty cool	adjunct	structure_2
The plains of the tribe looked strange	The plains of looked strange	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The gardener watered the plants	The gardener watered	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The chef seasoned the soup	The chef seasoned	the cook ate the meal with some cauliflowers	the cook ate	pp	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The actor memorized the script	The actor memorized	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The jeweler polished the diamond	The jeweler polished	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The singer composed a song	The singer composed	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The bird sang a melody	The bird sang	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The house of the painter looked odd	The house of looked odd	The chef of the restaurant that had the blue tiles pleased us	the chef of that had pleased us	adjunct	structure_1
The librarian sorted the books	The librarian sorted	The coach led the team with three members	the coach led the team	pp	structure_1
The student read the book	The student read	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The gamer played the game	The gamer played	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The forest of the animals pleased us	The forest of pleased us	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The driver steered the car	The driver steered	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
