demonstration	demon_label	test_sentence	response	attachment	structure
The gardener watered the plants	The gardener watered	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The driver of the car that had the moustache was pretty cool	the driver of that had the moustache was pretty cool	adjunct	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The song of the singer that had long eyelashes was very smart	fail to follow	adjunct	structure_1
The teacher explained the concept	The teacher explained	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The librarian sorted the books	The librarian sorted	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The baker kneaded the dough	The baker kneaded	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The writer of the letter that had blonde hair arrived this morning	the writer of that had blonde hair arrived this morning	adjunct	structure_2
The programmer wrote the code	The programmer wrote	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The gamer played the game	The gamer played	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The plains of the tribe looked strange	The plains of looked strange	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The dancer performed the routine	The dancer performed	The professor challenged the students with his projects	the professor challenged the students	pp	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The criminal of the gang that had a long scar disappeared last Monday	fail to follow	adjunct	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The park of the city delighted the children	The park of delighted the children	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The chef cooked the meal	The chef cooked	Jasmine sang the song with the lovely students	jasmine sang the song	pp	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The lawyer argued the case	The lawyer argued	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The chef of the restaurant that had the blue tiles pleased us	the chef of the restaurant pleased us	adjunct	structure_1
The bird sang a melody	The bird sang	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The jeweler polished the diamond	The jeweler polished	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The song of the player is really popular	The song of is really popular	The miner of the gold that had the impurities was worthless	the miner of that had the impurities was worthless	adjunct	structure_1
The actor memorized the script	The actor memorized	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
