demonstration	demon_label	test_sentence	response	attachment	structure
The architect designed the building	The architect designed	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The attorney of the company bothered me	The attorney of bothered me	The flowers of the valley that had the old castle excited the tourists	the flowers of the excited the tourists	adjunct	structure_1
The baker kneaded the dough	The baker kneaded	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The plains of the tribe looked strange	The plains of looked strange	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The tailor altered the coat	The tailor altered	Dan entered the room with a key	dan entered	pp	structure_2
The carpenter built the house	The carpenter built	The police investigated the house with a garden	the police investigated	pp	structure_1
The house of the painter looked odd	The house of looked odd	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The mechanic fixed the engine	The mechanic fixed	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The pilot flew the airplane	The pilot flew	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The miner of the gold that had the impurities was worthless	the miner of the gold was worthless	adjunct	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The editor of the thesis that had the big nose made a lot of sense	the editor of the thesis made a lot of sense	adjunct	structure_2
The dancer performed the routine	The dancer performed	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The inventor of the machine that had the goatee was amazing	the inventor of the machine was amazing	adjunct	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The lawyer argued the case	The lawyer argued	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The baker baked the cake	The baker baked	The guy caught the rat with a scar	the guy caught	pp	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The singer composed a song	The singer composed	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The librarian sorted the books	The librarian sorted	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The jeweler polished the diamond	The jeweler polished	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The song of the player is really popular	The song of is really popular	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
