demonstration	demon_label	test_sentence	response	attachment	structure
The bakery of the district tempted the locals	The bakery of tempted the locals	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The mechanic fixed the engine	The mechanic fixed	The police investigated the house with a garden	the police investigated	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The tailor altered the coat	The tailor altered	Dan entered the room with a key	dan entered	pp	structure_2
The sculptor chiseled the statue	The sculptor chiseled	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The supplier of the drugs that had a nasty effect hurt everyone	fail to follow	adjunct	structure_1
The musician tuned the guitar	The musician tuned	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate with a silver fork	pp	structure_2
The student read the book	The student read	Jasmine sang the song with romantic lyrics	jasmine sang with romantic lyrics	pp	structure_1
The forest of the animals pleased us	The forest of pleased us	The song of the singer that had long eyelashes was very smart	fail to follow	adjunct	structure_1
The architect designed the building	The architect designed	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The gardener watered the plants	The gardener watered	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The hiker climbed the mountain	The hiker climbed	The basketball player won the game with his team	the basketball player won	pp	structure_2
The programmer wrote the code	The programmer wrote	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that disappeared last monday	adjunct	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The baker kneaded the dough	The baker kneaded	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The photographer adjusted the lens	The photographer adjusted	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The manager of the factory was efficient	The manager of was efficient	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The chef of the restaurant that had the blue tiles pleased us	fail to follow	adjunct	structure_1
The carpenter built the house	The carpenter built	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The designer of the dress took a bow	The designer of took a bow	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The inventor of the machine that had the goatee was amazing	the inventor of amazing	adjunct	structure_2
