demonstration	demon_label	test_sentence	response	attachment	structure
The mechanic fixed the engine	The mechanic fixed	The guy caught the rat with a trap	the guy caught	pp	structure_2
The house of the painter looked odd	The house of looked odd	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The architect designed the building	The architect designed	the cook ate the meal with some cauliflowers	the cook ate	pp	structure_1
The gardener watered the plants	The gardener watered	The police investigated the house with a garden	the police investigated	pp	structure_1
The director of the orchestra played well	The director of played well	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The musician tuned the guitar	The musician tuned	The coach led the team with three members	the coach led the team	pp	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The song of the player is really popular	The song of is really popular	The driver of the car that had the moustache was pretty cool	the driver of that had the was pretty cool	adjunct	structure_2
The forest of the animals pleased us	The forest of pleased us	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The singer composed a song	The singer composed	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The jeweler polished the diamond	The jeweler polished	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The baker kneaded the dough	The baker kneaded	Dan entered the room with a key	dan entered the room	pp	structure_2
The pilot flew the airplane	The pilot flew	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that disappeared last monday	adjunct	structure_2
The bird sang a melody	The bird sang	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The flowers of the valley that had the old castle excited the tourists	fail to follow	adjunct	structure_1
The driver steered the car	The driver steered	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The manager of the factory was efficient	The manager of was efficient	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The tailor altered the coat	The tailor altered	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The plains of the tribe looked strange	The plains of looked strange	The singer of the song that had long eyelashes was very smart	the singer of was very smart	adjunct	structure_2
The teacher explained the concept	The teacher explained	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The machine of the inventor that had the goatee was amazing	the machine of amazing	adjunct	structure_1
The artist of the mural completed his work	The artist of completed his work	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
