demonstration	demon_label	test_sentence	response	attachment	structure
The castle of the kingdom awed the tourists	The castle of awed the tourists	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	The police investigated the house with a garden	the police investigated	pp	structure_1
The student solved the equation	The student solved	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The fisherman caught the trout	The fisherman caught	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The tailor altered the coat	The tailor altered	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The pilot flew the airplane	The pilot flew	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The painter of the house that had the small windows looked odd	the painter of the small windows looked odd	adjunct	structure_1
The detective solved the mystery	The detective solved	The guy caught the rat with a trap	the guy caught	pp	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The chef seasoned the soup	The chef seasoned	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The lawyer argued the case	The lawyer argued	The coach led the team with three members	the coach led the team	pp	structure_1
The forest of the animals pleased us	The forest of pleased us	The machine of the inventor that had the goatee was amazing	the machine of amazing	adjunct	structure_1
The dancer performed the routine	The dancer performed	The basketball player won the game with lots of audience	the basketball player won the game	pp	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The journalist reported the news	The journalist reported	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The editor of the thesis that had the big nose made a lot of sense	the editor of that made a lot of sense	adjunct	structure_2
The artist of the mural completed his work	The artist of completed his work	The miner of the gold that had the impurities was worthless	the miner of the gold was worthless	adjunct	structure_1
The architect designed the building	The architect designed	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The director of the orchestra played well	The director of played well	The driver of the car that had the moustache was pretty cool	the driver of was pretty cool	adjunct	structure_2
The bird sang a melody	The bird sang	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
