demonstration	demon_label	test_sentence	response	attachment	structure
The director of the orchestra played well	The director of played well	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The bishop of the church that had the funny eyebrows looked odd	fail to follow	adjunct	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The chef of the restaurant that had the blue tiles pleased us	the chef of that had pleased us	adjunct	structure_1
The teacher explained the concept	The teacher explained	The basketball player won the game with lots of audience	the basketball player won the game	pp	structure_1
The gamer played the game	The gamer played	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The photographer adjusted the lens	The photographer adjusted	The magician amazed the participant with a fancy scene	the magician amazed the participant	pp	structure_2
The manager of the factory was efficient	The manager of was efficient	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The baker baked the cake	The baker baked	Dan entered the room with a window	dan entered the room	pp	structure_1
The actor memorized the script	The actor memorized	The coach motivated the team with inspiring words	the coach motivated the team	pp	structure_2
The architect designed the building	The architect designed	The guy caught the rat with a trap	the guy caught	pp	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The dancer performed the routine	The dancer performed	Van Gogh drew the paintings with starry night	van gogh drew the paintings	pp	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The singer of the song that had long eyelashes was very smart	the singer of that had long eyelashes was very smart	adjunct	structure_2
The journalist reported the news	The journalist reported	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The programmer wrote the code	The programmer wrote	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The baker kneaded the dough	The baker kneaded	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The driver of the car that had the moustache was pretty cool	fail to follow	adjunct	structure_2
The attorney of the company bothered me	The attorney of bothered me	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The hiker climbed the mountain	The hiker climbed	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The jeweler polished the diamond	The jeweler polished	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The designer of the dress took a bow	The designer of took a bow	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
