demonstration	demon_label	test_sentence	response	attachment	structure
The journalist reported the news	The journalist reported	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
The bird sang a melody	The bird sang	The professor challenged the students with his projects	the professor challenged the students	pp	structure_2
The driver steered the car	The driver steered	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The designer of the dress took a bow	The designer of took a bow	The inventor of the machine that had the goatee was amazing	the inventor of that had the goatee was amazing	adjunct	structure_2
The manager of the factory was efficient	The manager of was efficient	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The attorney of the company bothered me	The attorney of bothered me	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of drugs hurt everyone	adjunct	structure_1
The baker baked the cake	The baker baked	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The forest of the animals pleased us	The forest of pleased us	The gold of the miner that had the impurities was worthless	fail to follow	adjunct	structure_2
The musician tuned the guitar	The musician tuned	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The gardener watered the plants	The gardener watered	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The fisherman caught the trout	The fisherman caught	The guy caught the rat with a scar	the guy caught	pp	structure_1
The detective solved the mystery	The detective solved	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The pilot flew the airplane	The pilot flew	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The chef seasoned the soup	The chef seasoned	the cook ate the meal with some cauliflowers	the cook ate	pp	structure_1
The house of the painter looked odd	The house of looked odd	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The mechanic fixed the engine	The mechanic fixed	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The photographer adjusted the lens	The photographer adjusted	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that disappeared last monday	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The driver of the car that had the moustache was pretty cool	the driver of that had the moustache was pretty cool	adjunct	structure_2
