demonstration	demon_label	test_sentence	response	attachment	structure
The forest of the animals pleased us	The forest of pleased us	The driver of the car that had the moustache was pretty cool	the driver of pretty cool	adjunct	structure_2
The lawyer argued the case	The lawyer argued	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The letter of the writer that had blonde hair arrived this morning	the letter of the writer arrived this morning	adjunct	structure_1
The architect designed the building	The architect designed	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The gardener watered the plants	The gardener watered	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The baker baked the cake	The baker baked	The professor challenged the students with his projects	the professor challenged the students	pp	structure_2
The student read the book	The student read	The magician amazed the participant with a fancy scene	the magician amazed the participant	pp	structure_2
The photographer adjusted the lens	The photographer adjusted	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The criminal of the gang that had a long scar disappeared last Monday	the criminal that disappeared last monday	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The machine of the inventor that had the goatee was amazing	fail to follow	adjunct	structure_1
The student solved the equation	The student solved	The police investigated the house with the permission	the police investigated	pp	structure_2
The musician tuned the guitar	The musician tuned	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The song of the player is really popular	The song of is really popular	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The dancer performed the routine	The dancer performed	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The house of the painter that had the small windows looked odd	fail to follow	adjunct	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The singer of the song that had long eyelashes was very smart	fail to follow	adjunct	structure_2
The house of the painter looked odd	The house of looked odd	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The gamer played the game	The gamer played	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The driver steered the car	The driver steered	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
