demonstration	demon_label	test_sentence	response	attachment	structure
The castle of the kingdom awed the tourists	The castle of awed the tourists	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The baker baked the cake	The baker baked	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The actor memorized the script	The actor memorized	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The student read the book	The student read	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The house of the painter looked odd	The house of looked odd	The car of the driver that had the moustache was pretty cool	the car of was pretty cool	adjunct	structure_1
The attorney of the company bothered me	The attorney of bothered me	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The journalist reported the news	The journalist reported	The magician thanked the participant with a big nose	the magician thanked	pp	structure_1
The architect designed the building	The architect designed	Dan entered the room with a window	dan entered the room	pp	structure_1
The librarian sorted the books	The librarian sorted	The guy caught the rat with a scar	the guy caught with a scar	pp	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The chef of the restaurant that had the blue tiles pleased us	the chef of the restaurant pleased us	adjunct	structure_1
The artist of the mural completed his work	The artist of completed his work	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The chef cooked the meal	The chef cooked	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The baker kneaded the dough	The baker kneaded	Jasmine sang the song with the lovely students	jasmine sang with the lovely students	pp	structure_2
The musician tuned the guitar	The musician tuned	The basketball player won the game with his team	the basketball player won	pp	structure_2
The director of the orchestra played well	The director of played well	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The gardener watered the plants	The gardener watered	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The forest of the animals pleased us	The forest of pleased us	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The lawyer argued the case	The lawyer argued	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The song of the player is really popular	The song of is really popular	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The gamer played the game	The gamer played	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
