demonstration	demon_label	test_sentence	response	attachment	structure
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The student solved the equation	The student solved	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The architect designed the building	The architect designed	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The chef seasoned the soup	The chef seasoned	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The sculptor chiseled the statue	The sculptor chiseled	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The bishop of the church that had the funny eyebrows looked odd	the bishop of had the funny eyebrows looked odd	adjunct	structure_2
The chef cooked the meal	The chef cooked	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The gardener watered the plants	The gardener watered	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The editor of the thesis that had the big nose made a lot of sense	the editor of that made a lot of sense	adjunct	structure_2
The designer of the dress took a bow	The designer of took a bow	The driver of the car that had the moustache was pretty cool	the driver of that had the moustache was pretty cool	adjunct	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The mechanic fixed the engine	The mechanic fixed	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The letter of the writer that had blonde hair arrived this morning	fail to follow	adjunct	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The actor memorized the script	The actor memorized	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The forest of the animals pleased us	The forest of pleased us	The song of the singer that had long eyelashes was very smart	fail to follow	adjunct	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The baker baked the cake	The baker baked	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The journalist reported the news	The journalist reported	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
