demonstration	demon_label	test_sentence	response	attachment	structure
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The fisherman caught the trout	The fisherman caught	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The baker baked the cake	The baker baked	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The singer of the song that had long eyelashes was very smart	the singer of that had long eyelashes was very smart	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The musician tuned the guitar	The musician tuned	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The librarian sorted the books	The librarian sorted	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The miner of the gold that had the impurities was worthless	the miner of worthless	adjunct	structure_1
The dancer performed the routine	The dancer performed	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The singer composed a song	The singer composed	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The pilot flew the airplane	The pilot flew	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The mechanic fixed the engine	The mechanic fixed	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The driver steered the car	The driver steered	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The song of the player is really popular	The song of is really popular	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The student read the book	The student read	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of drugs hurt everyone	adjunct	structure_1
The chef seasoned the soup	The chef seasoned	the cook ate the meal with some cauliflowers	the cook ate	pp	structure_1
The designer of the dress took a bow	The designer of took a bow	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The gamer played the game	The gamer played	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The attorney of the company bothered me	The attorney of bothered me	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
