demonstration	demon_label	test_sentence	response	attachment	structure
The hiker climbed the mountain	The hiker climbed	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The driver steered the car	The driver steered	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The machine of the inventor that had the goatee was amazing	the machine of amazing	adjunct	structure_1
The dancer performed the routine	The dancer performed	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of the drugs hurt everyone	adjunct	structure_1
The baker kneaded the dough	The baker kneaded	The guy caught the rat with a scar	the guy caught	pp	structure_1
The attorney of the company bothered me	The attorney of bothered me	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The director of the orchestra played well	The director of played well	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The singer composed a song	The singer composed	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The gardener watered the plants	The gardener watered	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The detective solved the mystery	The detective solved	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The programmer wrote the code	The programmer wrote	The magician amazed the participant with a fancy scene	the magician amazed the participant	pp	structure_2
The chef seasoned the soup	The chef seasoned	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The journalist reported the news	The journalist reported	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The plains of the tribe looked strange	The plains of looked strange	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The park of the city delighted the children	The park of delighted the children	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The lawyer argued the case	The lawyer argued	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The teacher explained the concept	The teacher explained	Dan entered the room with a window	dan entered the room	pp	structure_1
