demonstration	demon_label	test_sentence	response	attachment	structure
The student read the book	The student read	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The gardener watered the plants	The gardener watered	The guy caught the rat with a trap	the guy caught	pp	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The musician tuned the guitar	The musician tuned	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The driver of the car that had the moustache was pretty cool	fail to follow	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The pilot flew the airplane	The pilot flew	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The teacher explained the concept	The teacher explained	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The actor memorized the script	The actor memorized	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The supplier of the drugs that had a nasty effect hurt everyone	fail to follow	adjunct	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The mechanic fixed the engine	The mechanic fixed	The magician thanked the participant with a big nose	the magician thanked	pp	structure_1
The chef seasoned the soup	The chef seasoned	Dan entered the room with a key	dan entered	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The thesis of the editor that had the big nose made a lot of sense	the thesis of that made a lot of sense	adjunct	structure_1
The architect designed the building	The architect designed	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The inventor of the machine that had the goatee was amazing	the inventor of had the goatee was amazing	adjunct	structure_2
The bird sang a melody	The bird sang	The coach motivated the team with inspiring words	the coach motivated the team	pp	structure_2
The park of the city delighted the children	The park of delighted the children	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The song of the singer that had long eyelashes was very smart	the song of the singer that had smart	adjunct	structure_1
The gamer played the game	The gamer played	Jasmine sang the song with the lovely students	jasmine sang with the lovely students	pp	structure_2
