demonstration	demon_label	test_sentence	response	attachment	structure
The student read the book	The student read	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The song of the singer that had long eyelashes was very smart	the song of was very smart	adjunct	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The chef of the restaurant that had the blue tiles pleased us	the chef of had the blue tiles pleased us	adjunct	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The inventor of the machine that had the goatee was amazing	the inventor of the machine was amazing	adjunct	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The librarian sorted the books	The librarian sorted	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The song of the player is really popular	The song of is really popular	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The park of the city delighted the children	The park of delighted the children	The house of the painter that had the small windows looked odd	the house of the painter that looked odd	adjunct	structure_2
The gamer played the game	The gamer played	The coach led the team with three members	the coach led the team	pp	structure_1
The gardener watered the plants	The gardener watered	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The chef cooked the meal	The chef cooked	Dan entered the room with a window	dan entered the room	pp	structure_1
The bird sang a melody	The bird sang	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The student solved the equation	The student solved	The guy caught the rat with a scar	the guy caught	pp	structure_1
The artist of the mural completed his work	The artist of completed his work	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The hiker climbed the mountain	The hiker climbed	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The baker kneaded the dough	The baker kneaded	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The journalist reported the news	The journalist reported	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The singer composed a song	The singer composed	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The baker baked the cake	The baker baked	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
