demonstration	demon_label	test_sentence	response	attachment	structure
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The director of the orchestra played well	The director of played well	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The carpenter built the house	The carpenter built	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The baker baked the cake	The baker baked	The guy caught the rat with a scar	the guy caught	pp	structure_1
The song of the player is really popular	The song of is really popular	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The machine of the inventor that had the goatee was amazing	fail to follow	adjunct	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The driver steered the car	The driver steered	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The detective solved the mystery	The detective solved	The basketball player won the game with his team	the basketball player won	pp	structure_2
The pilot flew the airplane	The pilot flew	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The fisherman caught the trout	The fisherman caught	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The teacher explained the concept	The teacher explained	Michelle watched the movie with English subtitles	michelle watched	pp	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The editor of the thesis that had the big nose made a lot of sense	the editor of the big nose made a lot of sense	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The church of the bishop that had the funny eyebrows looked odd	the church of that looked odd	adjunct	structure_1
The musician tuned the guitar	The musician tuned	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The chef seasoned the soup	The chef seasoned	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The photographer adjusted the lens	The photographer adjusted	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The designer of the dress took a bow	The designer of took a bow	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of that had a nasty effect hurt everyone	adjunct	structure_2
The gamer played the game	The gamer played	Dan entered the room with a window	dan entered the room	pp	structure_1
