demonstration	demon_label	test_sentence	response	attachment	structure
The designer of the dress took a bow	The designer of took a bow	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The attorney of the company bothered me	The attorney of bothered me	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The pilot flew the airplane	The pilot flew	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The singer composed a song	The singer composed	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The sculptor chiseled the statue	The sculptor chiseled	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The mechanic fixed the engine	The mechanic fixed	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The architect designed the building	The architect designed	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The journalist reported the news	The journalist reported	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The song of the player is really popular	The song of is really popular	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The carpenter built the house	The carpenter built	The guy caught the rat with a scar	the guy caught	pp	structure_1
The park of the city delighted the children	The park of delighted the children	The machine of the inventor that had the goatee was amazing	fail to follow	adjunct	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The church of the bishop that had the funny eyebrows looked odd	fail to follow	adjunct	structure_1
The gardener watered the plants	The gardener watered	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The driver of the car that had the moustache was pretty cool	fail to follow	adjunct	structure_2
The fisherman caught the trout	The fisherman caught	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	Dan entered the room with a key	dan entered	pp	structure_2
The baker kneaded the dough	The baker kneaded	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The baker baked the cake	The baker baked	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
