demonstration	demon_label	test_sentence	response	attachment	structure
The plains of the tribe looked strange	The plains of looked strange	The gold of the miner that had the impurities was worthless	the gold of that had was worthless	adjunct	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
The chef cooked the meal	The chef cooked	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The librarian sorted the books	The librarian sorted	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The artist of the mural completed his work	The artist of completed his work	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The gang of the criminal that had a long scar disappeared last Monday	fail to follow	adjunct	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The programmer wrote the code	The programmer wrote	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The chef seasoned the soup	The chef seasoned	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The designer of the dress took a bow	The designer of took a bow	The driver of the car that had the moustache was pretty cool	the driver of was pretty cool	adjunct	structure_2
The student read the book	The student read	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The singer composed a song	The singer composed	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The jeweler polished the diamond	The jeweler polished	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of the drugs hurt everyone	adjunct	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The editor of the thesis that had the big nose made a lot of sense	the editor of that made a lot of sense	adjunct	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The lawyer argued the case	The lawyer argued	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The baker kneaded the dough	The baker kneaded	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The sculptor chiseled the statue	The sculptor chiseled	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The actor memorized the script	The actor memorized	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The gardener watered the plants	The gardener watered	Dan entered the room with a window	dan entered the room	pp	structure_1
