demonstration	test_sentence	response
The answer seems perfectly clear	Prices of Treasury bonds tumbled in moderate to active trading	prices of treasury bonds tumbled
Some companies are cutting costs and hoping for the best	She was the child of relative privilege	she was the child
Help may be on the way	Rents have soared along with house prices	rents have soared along with
Enfield is a holding company with interests in manufacturing concerns	The Old Crowd is deeply concerned by the backlash from all this	the old crowd is deeply concerned by
He softened the talk about a recession	Abortion via the pill is far more of an ordeal than conventional surgical abortion	abortion via
But the brand had trouble from the start	Neither disclosed details pending board meetings next month	neither disclosed details pending board meetings
Two election commission members opposed the matching plans	The carriers were competing fiercely for market share	the carriers were competing
One apparent side effect is a minor increase in a brain hormone	Americans may not be so lucky the next time	americans may not
The estimate includes the results of new stores	Sometimes repairs are out of the question	sometimes repairs are.
The charge on loans to brokers on stock exchange collateral	The embryo had progressed only to a clump of eight identical cells	the embryo had eight identical cells
Only now is it undergoing a badly needed facelift	Market conditions point to even lower prices next year	market conditions point to prices next year
And not just for the players	The bikes are unwelcome on trails in national parks	the bikes are
Some economists expect further declines in investment spending	The Old Crowd is deeply concerned by the backlash from all this	the old crowd  is deeply concerned by
The put establishes a minimum selling price for the stock during its life	The measure also includes spending cuts and increases in federal fees	the measure also includes increases in federal fees
People start their own businesses for many reasons	She bursts into tears and walks away	she bursts into tears
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	She now lives with relatives in Alabama	she now lives with
They promised yet more for really good stuff	But its stock jumped again yesterday as it disclosed surprisingly strong margins on those sales	but its stock jumped again yesterday as it disclosed sales
Further consolidations in the industry could follow	The appointments are part of a planned succession at the company	the appointments at the company
The British economy is hardly the picture of health these days	Sunbelt foreclosed on the ranch	sunbelt foreclosed
That means huge travel bills	She analyzed families by their sleeping arrangements	she analyzed
The Fed has assumed a similar responsibility in the market for government securities	Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	its previous proposal had conditioned rate limits on
It is a quick fix for a complex problem	Some business analysts blame the problem on tough competition in the insurance market	some business
Ideologues on the other side of the border can also slow the process	Employees wore identification badges listing not only their names but also their dates of hire	employees wore identification badges listing their dates of hire
It was the smallest monthly increase in a year	Most sleep on the floor	most sleep
