demonstration	test_sentence	response
They lied to me on the recruiting trip	It was the smallest monthly increase in a year	It was the smallest monthly increase.
The youthful audience for Saturday programming is no longer dependent on the networks	Yet he has proved more resilient than any of them	Yet he has proved more resilient. 
Japan is a major target for the Soviets	Their problem is one of inefficiency of an industrial economy	Their problem is.
They did themselves even more good	Opponents of the cut are playing hardball	Opponents of the cut are playing.
Preparedness involves more than flashlights and fire alarms these days	The current ruble rate has long been out of line with the black market	The current ruble rate has with the black market.
Estimated volume was a very light one million ounces	The Panamanian affair is only the tip of a more alarming iceberg	The Panamanian affair is the tip of a more alarming iceberg.
But the two countries remain separated by a cultural barrier wider than the ocean	The market seems increasingly disconnected from the rest of the nation	The market seems increasingly disconnected from the rest.
It shows a boy hurling rocks at a street lamp	This starts in the construction phase through the use of minority contractors and local workers	This starts in the construction phase through the use of.
Motorola is fighting back against junk mail	He ticks off several major differences between now and two years ago	He ticks off several major differences between.
Civil suits against planners by clients seeking recovery of funds are increasingly common	The same factors limiting demand for office space have affected retailing	The same factors have affected retailing.
But the chain is quickly realizing the pitfalls of such endorsements	The market is still very touchy about rumors and news on pending takeovers	The market is still very touchy.
Treasury prices ended mixed in light trading	But weak car sales raise questions about future demand from the auto sector	But weak car sales raise questions.
The appointments are part of a planned succession at the company	This is partly due to the particular demands of the crop	This is partly due to the particular demands of.
Nissan created its quake ad in a weekend	The bank is now aggressively marketing retail services at its domestic branches	The bank is now aggressively marketing at its domestic branches.
Merck is one of the most important stocks in the Major Market Index	The mining zone has thus remained one of the most desolate places in Africa	The mining zone has thus remained one of the most desolate places.
The dollar rose modestly against most major currencies	Two more securities firms bowed to the outcry over program trading	Two more securities firms bowed to the outcry.
The centers normally are closed through the weekend	The market seems increasingly disconnected from the rest of the nation	The market seems increasingly disconnected.
Advertisers attribute this shared loyalty to the striking similarity among brands	Chicago has the largest population of citizens of Polish heritage in any city outside Poland	Chicago has the largest population of.
Bullish bond market sentiment is on the rise again	And the practice often varies from location to location even within a company	And the practice often varies even within a company.
It all adds up to a cold winter here	Strategists should consider the impact of budget uncertainties at the beginning of the planning process	Strategists should consider.
She held her fire with her first production at the Trinity earlier this season	Foreign bonds surged as the dollar weakened against most major currencies	Foreign bonds surged.
The state can also bar Drexel as an investment adviser	Such trappings suggest a glorious past but give no hint of a troubled present	Such trappings suggest a glorious past.
Japanese government bonds showed little change	Strong farmer selling over the weekend also weighed on prices	Strong farmer selling over the weekend.
The four lawyers climbed out from under a table	The plan would impose a brief freeze on physician fees next year	The plan would impose.
