demonstration	test_sentence	response
It also lowered some air fares	The great silver clouds on the horizon build themselves on the pale water	They build themselves.
Some found it on the screen of a personal computer	The project has been in and out of the pipeline for more than a decade	It has been in and out.
Radio programs and books have followed the daily television show	The expansion is subject to approval by federal and Wisconsin environmental regulators	The expansion is subject to approval.
Employees wore identification badges listing not only their names but also their dates of hire	The finance unit attributed the decline to higher borrowing costs compared with a year earlier	The finance unit attributed the decline to higher borrowing costs.
Deal stocks led the market down as they absorbed the heaviest losses	Every major maker offers computers with color displays	Every major maker offers with color displays.
His hands sit farther apart on the keyboard	Then he would move his movement to Europe	Then he would move his movement.
The robberies also have set off a controversy involving the airlines	Geraldo or Phil would probably pull up another camera and interview the chained protesters	Geraldo or Phil would probably pull up another camera and interview.
The merger is subject to regulatory clearance and a definitive agreement	Abortion via the pill is far more of an ordeal than conventional surgical abortion	Abortion via the pill is far
We were coming down straight into their canal	He is a lawyer with a string of academic degrees	He is a lawyer with a string.
The interviews took place two years ago	Americans place native or native speakers in charge of subsidiaries overseas	Americans place native or native speakers in charge.
Help may be on the way	Many resorts also are focusing more on the service side of their business	Many resorts also are focusing.
The dollar gained against most foreign currencies	One apparent side effect is a minor increase in a brain hormone	One apparent side effect is.
Turkey in any event is long past it	He hit the lanes three years ago on the advice of his doctor	He hit the lanes on the advice of his doctor.
She has lots of opinions	It was the highest bid in history for a work of art	It was the highest.
Both issues are among the most popular with individual investors	Columbia announced the results after the close of the stock market	Columbia announced the results.
Other analysts are nearly as pessimistic	Now it is their fellow Turks arriving as refugees from Bulgaria	Now it is.
The charge on loans to brokers on stock exchange collateral	Civil suits against planners by clients seeking recovery of funds are increasingly common	Civil suits against planners by.
The bank is now aggressively marketing retail services at its domestic branches	He will continue as a director	He will continue.
Flesh goes to total alert for flight or fight	This leads to a very special sense of urgency	This leads to sense of urgency.
The dollar rose against the Swiss and French francs	Now the Alley has moved ahead on both artistic and financial fronts	Now the Alley has moved
None of these chief executives were available for comment	Chicago has the largest population of citizens of Polish heritage in any city outside Poland	Chicago has in any city outside Poland.
The state can also bar Drexel as an investment adviser	The relative calm in Tokyo proved little comfort to markets opening up in Europe	The relative calm in Tokyo proved.
This measure had dropped sharply in August	The charges said that one worker suffered permanent brain damage from mercury exposure	The charges said.
But slow sales forced Ford to kill the brand just last week	Those viewers find the show confusing	Those viewers find confusing.
