demonstration	test_sentence	response
The Vatican was in the red last year	Columbia announced the results after the close of the stock market	Columbia announced after the close of the stock market.
He was only the sixth federal judge ever ousted from office after an impeachment trial	But there are grounds for complaint	But there are grounds.
Japanese government bonds ended lower after the dollar rose modestly against the yen	It also could convert glucose from farm wastes into edible protein	It could also convert glucose from farm wastes.
Bosses have big ears these days	Those viewers find the show confusing	Those viewers find confusing.
Strong farmer selling over the weekend also weighed on prices	She has also served on several task forces on acquired immune deficiency syndrome	She has also served on acquired immune deficiency syndrome.
The Diet plays a minor role compared with the powerful bureaucratic system	The appointments are part of a planned succession at the company	The appointments are part of.
Neither disclosed details pending board meetings next month	Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	Its previous proposal had conditioned rate limits.
Poverty remains far more widespread among blacks than other Americans	Following are excerpts from the electronic traffic that night	Following are excerpts from the.
Flesh goes to total alert for flight or fight	The collagen corneal shield helps speed healing of the cornea after eye surgery	The collagen corneal shield helps the cornea after surgery.
Union officials have taken a beating politically as a result	Two more securities firms bowed to the outcry over program trading	Two more securities firms bowed to.
But trading risk stems from credit risk	The put establishes a minimum selling price for the stock during its life	The put establishes.
Millions of refugees would rush home	Sales of parts for cars and construction vehicles rose	Sales rose.
His hands sit farther apart on the keyboard	Most of the telephone problems in the immediate aftermath stemmed from congestion	Most of the telephone problems in.
Such trappings suggest a glorious past but give no hint of a troubled present	We were out of the box	We were out of.
Successful American business owners do the same thing	The company expects all branches to reopen today	The company expects all.
The appointments are part of a planned succession at the company	Civil suits against planners by clients seeking recovery of funds are increasingly common	Civil suits against planners by.
The latest rebate is good for all Beretta models	Yet he has proved more resilient than any of them	Yet he has proved more resilient.
There are few factories and no mines	Delayed financings also would affect the operations of many companies	Also would effect.
Frequent trading runs up high commission costs	London shares closed moderately lower in thin trading	London shares.
The House bill also distorts economic efficiency in all sorts of perverse ways	The engine plant may encompass plans for a joint components venture with Jaguar	The engine plan may encompass plans for.
This pattern was particularly evident among more highly educated couples	The result is a new and huge appetite for programming	The result is a new appetite for programming.
Still others are looking at overseas markets	He had been president of the international operations	He had been.
Portrait studios have also latched onto the trend	The board will be made up of seven directors of each holding company	The board will be made up of.
The uncertainty is sending shivers through Brazilian financial markets	An official linked the gain essentially to higher prices for beef and pork	An official linked the gain essentially to.
