demonstration	test_sentence	response
Some Wall Street firms monitor for recordkeeping purposes	They want psyllium prices low for their purchases next year	They want psyllium prices low for
The put establishes a minimum selling price for the stock during its life	The thrift and the holders had suspended their lawsuits as part of the agreement	The thrift and the holders suspended as part of the agreement. 
The screen was a sea of red	Stock prices edged up in quiet trading Friday	Stock prices edged up in
The switch to the London market during such turbulent times is significant	Some business analysts blame the problem on tough competition in the insurance market	Some business analysts blame the problem on in the insurance market
Rival gangs have turned cities into combat zones	There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	There are a few ramshackle fishing towns with quiet atolls of 
The company could command a good price in the market	But developers of four planned office towers cautioned that obstacles still remain	But developers of four planned office towers cautioned that still remain. 
The spinoff should solve a problem for the parent	The company develops and markets products for the food service industry	The company develops and markets for the food service industry
Other major players in intimate apparel apparently feel the same way	The measure also includes spending cuts and increases in federal fees	The measure also includes and increases in federal fees. 
Sometimes repairs are out of the question	The current ruble rate has long been out of line with the black market	The current ruble rate has long been out of
Breeders are betting on the common folk	They currently have large orders for cargo planes	They currently have
His hands sit farther apart on the keyboard	Revenue doubled from two years ago	Revenue doubled from
Our teachers are not an important factor in our educational crisis	This measure had dropped sharply in August	The measure had
His interest in the natural environment dates from his youth	This starts in the construction phase through the use of minority contractors and local workers	This starts in the construction phase through the use of
Talk show hosts quickly change the topic	Details of credit enhancements vary widely from issue to issue	Details of credit enhancements vary widely from
This is not the case	Maybe it was their peculiar sense of history	Maybe it was
Labor problems top the list	She bursts into tears and walks away	She bursts into tears and
Shares of biotechnology companies in the area were also higher	The traffic jam out of the park was monumental	The traffic jam was monumental
Analysts expect further jitters this week	The embryo had progressed only to a clump of eight identical cells	The embryo had progressed only to a clump
Many called it simply a contrast in styles	Two big stocks involved in takeover activity saw their short interest surge	Two big stocks involved in takeover activity saw
Steppenwolf needs the extra seats even more than the fly space	The finance unit attributed the decline to higher borrowing costs compared with a year earlier	The finance unit attributed the decline to higher borrowing costs
Other scandal survivors are sometimes the best source of solace	But the two countries remain separated by a cultural barrier wider than the ocean	But the two counties remain separated by 
He expected as much	Motorola is in good company	Motorola is in
But both the traders and the pilots remain interested in some transaction	Abortion via the pill is far more of an ordeal than conventional surgical abortion	Abortion via the pill is far more of an ordeal
The Northeast and West regions were unchanged	Some funds are posting yields far higher than the average	Some funds are higher than the average
