demonstration	test_sentence	response
And they are a very odd team in any case	The finance unit attributed the decline to higher borrowing costs compared with a year earlier	The finance unit attributed the decline to higher borrowing costs
But this is almost an underground activity	And the world could experience its first psyllium shortage	And the world could
Eventually viewers may grow bored with the technology and resent the cost	Additional cable partners could boost subscribers even further	Additional cable partners could boost subscribers
They currently have large orders for cargo planes	The board will be made up of seven directors of each holding company	The board will
But markets can operate with greater or lesser efficiency	Employees wore identification badges listing not only their names but also their dates of hire	Employees wore identification 
He has too readily swallowed the case for the activist law school culture	This occurred partly because of more competition as the number of new businesses surged	This occurred because of more competition of new businesses surged
It has some of the highest costs in the league	The relative calm in Tokyo proved little comfort to markets opening up in Europe	The relative calm proved little comfort
The film makers have couched this offensive idea in pretty packaging	Wall Street traders on Friday had complained about the trading suspensions	Wall Street trader on Friday had complained
Rents have soared along with house prices	The project has been in and out of the pipeline for more than a decade	The project has been in and out
Red tape is the bugaboo of small business	The finance unit attributed the decline to higher borrowing costs compared with a year earlier	The finance unit attributed the decline
Liquidity is not a service	Integrated made its announcement after the market closed	Integrated made its
None of the officials was available for comment	The same factors limiting demand for office space have affected retailing	The office space have affected retailing
It also inevitably leaves a residue of shareholder lawsuits	The issues of companies with ties to the junk bond market also tumbled Friday	The issues of companies with ties
The charges said that one worker suffered permanent brain damage from mercury exposure	The board will be made up of seven directors of each holding company	The board will be made up of seven directors of
Big financial stocks carried the day	She has also served on several task forces on acquired immune deficiency syndrome	She has also served
That cost rises in times of high market volatility	The market is still very touchy about rumors and news on pending takeovers	The market is still very touchy
One concerns Japanese investors	Waxman sells a variety of hardware products for the home repair market	Waxman sells
Names are resigning at an even faster pace this year	Neither disclosed details pending board meetings next month	Neither disclosed details next month
But its surprising progress so far holds important lessons for companies in trouble	Shareholders must approve the merger at general meetings of the two companies in late November	Shareholders must approve the merger at
The mining zone has thus remained one of the most desolate places in Africa	It was a Friday in June	It was a Friday
The issue has been simmering for years	Some machines make charts for presentations	Some machines make charts
The plan would impose a brief freeze on physician fees next year	Many called it simply a contrast in styles	Many called in styles
Lackluster returns are one reason	Reform starts in the Pentagon	Reform starts in
Turnover remained relatively small	Yet these figures show only the most visible part of the problem	Yet these figures show
