demonstration	test_sentence	response
But the problem clearly is widespread and persistent	The market has grown relatively quiet since the China crisis	The market has grown relatively quiet since. 
It has some of the highest costs in the league	Prices of Treasury bonds tumbled in moderate to active trading	Prices of trasury bonds tumbled in
The takeover mania also adds to volatility	Rents have soared along with house prices	Rents have soared along 
British government bonds surged on renewed volatility in the stock market	Maybe it was their peculiar sense of history	Maybe it was their peculiar sense.
An additional benefit is the creation of jobs	But its surprising progress so far holds important lessons for companies in trouble	But its surprising progress so far holds important lessons
Inco shares fell after the announcements	The company reported good gains in all of its divisions	The company reported good gains in all 
She held her fire with her first production at the Trinity earlier this season	Following are excerpts from the electronic traffic that night	Following are excerpts from
The latest rebate is good for all Beretta models	The market is still very touchy about rumors and news on pending takeovers	The market is still very touchy.
News of the bid drew sharp criticism from other computer companies and industry observers	Percentage differences based on daily sales rate rather than sales volume	Percentage differences based on daily sales rate rather
We were coming down straight into their canal	The completion of the merger agreement follows months of twists and turns	The completion of the merger agreement follows months
The reason was not high interest rates or labor costs	Wall Street traders on Friday had complained about the trading suspensions	Wall Street traders on Friday had complained
The dollar rose against the Swiss and French francs	The two sides also traded accusations about the cost of the Packwood plan	The two sides also traded 
They are more sophisticated this time	The loss of more customers is the latest in a string of problems	The loss of more customers is the latest 
The recent sharp stock market decline exacerbated those concerns	And the world could experience its first psyllium shortage	And the world could experience its first
Many fund managers have boosted their cash levels in recent weeks	The same factors limiting demand for office space have affected retailing	The same factors limiting demand have affected retailing.
Heating oil and gasoline futures ended higher as well	That deadline has been extended once and could be extended again	That deadline has been extended once and could be extended.
Sun posted a gain	The contract also provides for advanced billing and network management services	The contract also provides.
Prosecutors in Miami received yet another setback	The charge on loans to brokers on stock exchange collateral	The charge on loans exchange collateral.
Jewelry displays in department stores were often cluttered and uninspired	The problem is not that the Fed is too unresponsive to the public interest	The problem is not that the Fed is too
The Fed has assumed a similar responsibility in the market for government securities	Poland makes no machinery for a plant on that scale	Poland makes no machinery 
Liquidity is not a service	The post had been vacant for more than a year	The post had been
She was as cool as a cucumber	Their problem is one of inefficiency of an industrial economy	Their problem is one of
Reform starts in the Pentagon	Many small investors went for the safety of money market funds	Many small investors went for
The issue here may be the soundness of the guarantee	The market is still very touchy about rumors and news on pending takeovers	The market is still very touchy about 
