demonstration	test_sentence	response
The position of chief operating officer is new	The traffic jam out of the park was monumental	The jam was monumental
Competition and mounting insurance and equipment costs have been the undoing of many resorts	Cadillac may be on to something	Cadillac may be
The reason was not high interest rates or labor costs	He had been vice president in that office	He had been
This untried concept would expose these firms to potentially astronomical punitive damages	Inflation is at record levels	Inflation at levels
Still the Salinger decision created a strong presumption against fair use of unpublished materials	The issues of companies with ties to the junk bond market also tumbled Friday	The issues of companies also tumbled
The pocketbook impact of health benefits has driven business and labor to a surprising consensus	But its surprising progress so far holds important lessons for companies in trouble	But its surprising progress holds important lessons
This hurts the price of corporate bonds	This leads to a very special sense of urgency	This leads to a very special sense of
The machine began shipping at the end of last year	The investors range from elderly widows to affluent professionals	The investors range from elderly widows to
Poland makes no machinery for a plant on that scale	This is partly due to the particular demands of the crop	This is partly due to the particular demands of
The infusion of activists can bring a clash of cultures	He is a lawyer with a string of academic degrees	He is a lawyer with academic degrees
Bosses have big ears these days	Professionals dominated municipal trading throughout the session	Professionals dominated throughout the session
This phenomenon often makes stock prices swing wildly at the end of the trading session	The plan is subject to approval by the bankruptcy court and others	The plan is subject to approval by the bankruptcy court and
All three funds posted negative returns for the year to date	Some equipment going to work is almost new	Some equipment going to work is almost
The deal would require approval by a majority of Jaguar shareholders	Magazine publishers are facing spiraling costs and a glut of new titles	Magazine publishers are facing costs
Wall Street is understandably skeptical	Other mutual fund companies reported even lighter withdrawal requests	Other mutual fund companies reported
He was only the sixth federal judge ever ousted from office after an impeachment trial	it defended appropriate constitutional safeguards and practical common sense	it defended safeguards and practical common sense
The interviews took place two years ago	It also found them rising much more in the Northeast than elsewhere	It found them rising more
Motorola is fighting back against junk mail	This leads to a very special sense of urgency	This leads to a sense
There are few factories and no mines	The bank is now aggressively marketing retail services at its domestic branches	The bank is
Two hunters in the forest	Sales of parts for cars and construction vehicles rose	Sales of parts for cars and construction vehicles
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	Shares of biotechnology companies in the area were also higher	Shares of biotechnology companies in the area were
There is no rational justification for such behavior	Our teachers are not an important factor in our educational crisis	Our teachers are
Banks may contribute more senior debt	The screen was a sea of red	The screen was
Other magazine publishing companies have been moving in the same direction	The Fed has assumed a similar responsibility in the market for government securities	The Fed has assumed a similar responsibility in
