original	label	prediction
这件稀有文物保存在安全保险库中	这件稀有文物保存在安全保险库中	这件稀有文物保存
黄金宝藏位于茂密的丛林	黄金宝藏位于茂密的丛林	黄金宝藏位于
黄金宝藏位于茂密的丛林	黄金宝藏位于茂密的丛林	黄金宝藏位于丛林
这场意外发生在周六晚上	这场意外发生在	这场意外发生
厚厚的论文摆放在书架上	厚厚的论文摆放在书架上	厚厚的论文摆放
小男孩看向玩具店的橱窗	小男孩看向玩具店的橱窗	小男孩看向
这个故事始于一个小镇	这个故事始于一个小镇	这个故事始于小镇
这件稀有文物保存在安全保险库中	这件稀有文物保存在安全保险库中	这件稀有文物保存
旧地图指向隐藏的宝藏	旧地图指向隐藏的宝藏	旧地图指向
一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生在他们的结婚纪念日上	fail to follow
一张照片挂在他的书房	一张照片挂在他的书房	一张照片挂在书房
路标指向最近的出口	路标指向最近的出口	路标指向出口
小男孩看向玩具店的橱窗	小男孩看向玩具店的橱窗	小男孩看向
小男孩看向玩具店的橱窗	小男孩看向玩具店的橱窗	小男孩看向玩具店
黄金宝藏位于茂密的丛林	黄金宝藏位于茂密的丛林	黄金宝藏位于丛林
他们一家生活在一个老旧农舍里	他们一家生活在	他们一家生活在一个农舍里
这件稀有文物保存在安全保险库中	这件稀有文物保存在安全保险库中	这件稀有文物保存
厚厚的论文摆放在书架上	厚厚的论文摆放在书架上	论文摆放在书架上
他的眼镜放在床头柜上	他的眼镜放在床头柜上	他的眼镜放在
这场意外发生在周六晚上	这场意外发生在	fail to follow
一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生在他们的结婚纪念日上	他们的结婚纪念日
小船停在平静的湖面上	小船停在平静的湖面上	平静的湖面上
厚厚的论文摆放在书架上	厚厚的论文摆放在书架上	厚厚的论文
这个故事始于一个小镇	这个故事始于一个小镇	fail to follow
