demonstration	test_sentence	response
最低保障都没有	友情是体系外额外的东西	友情是额外的东西
我那个师兄玩小鱼还行	我觉得他这个人人品有问题	我觉得他人品有问题
你今天没用手机上捏	伟大哥回去了再给你买点	伟大哥回去了再买点
我很少和她私聊	他从楼上摔下来生死未卜我很难过	楼上摔下来生死未卜我很难过
看样子这个年龄的男人很危险	我的空间里面的相册中你看看	我的空间里面的你看看
要是晚上的那种我是能参加的	但是那个箱子质量好	但是那箱子质量好
我查了那是个退税公司	兔兔几月份去幼儿园	兔兔去幼儿园
你在后面唱渡口	那你俩不是跟天气他们差不多	你俩跟天气差不多
俺双方都是独生子女	订座系统在我们手里	fail to follow
只是对方是不是看到你的名字	我可以付你路费	我可以付路费
我在高铁上了	师傅的心在师母身上	师傅心师母身
师傅的理解力是超常的	只有星期五的有	星期五的有
家庭比事业重要	我要向你学习	向你学习
我准备了好长时间嗯	我今天在改回程的票	我今天在改回程票
我们按这个标准交	对咱们来说压力太大	咱们压力太大
他对朋友不错	我周一交了作业再和她打个电话吧	我周一交了作业再打个电话吧
我准备了好长时间嗯	我们还不是可以自己活	我们还不是可以活
这跟工作单位还有关系	对咱们来说压力太大	对咱们来说
他不适合我结婚对象	你在家等就行	在家等就行
你再看一次我的提问	她家小的也在	她家小也在
你是项目的骨干	你在打太极	你在
还是专柜的大衣有型些	介样滴配色有质感点就行	介样滴
我也不知道他们的投诉电话	这都不是我的号我换手机号了	这都不是我的号
我们自己去搞自己的	你跟他们说我们有瓶他们就给换了	你跟他们说我们有瓶
