original	label	prediction
一只迷路的小狗走向城市公园	一只迷路的小狗走向城市公园	一只迷路的小狗走向
干净的床单放在洗衣篮中	干净的床单放在洗衣篮中	干净的
年老的客人们坐在晚餐桌旁	年老的客人们坐在晚餐桌旁	年老的客人们坐在桌旁
学生们看向复杂的方程式	学生们看向复杂的方程式	学生们看方程式
这位伟大的艺术家死于一场重病	这位伟大的艺术家死于一场重病	fail to follow
小女孩走向卧室	小女孩走向卧室	小女孩走向
一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生在他们的结婚纪念日
小鸟们停在粗树枝上	小鸟们停在粗树枝上	fail to follow
这场意外发生在周六晚上	这场意外发生在	fail to follow
一轮圆月出现在漆黑的夜空上	一轮圆月出现在漆黑的夜空上	一轮圆月出现
干净的床单放在洗衣篮中	干净的床单放在洗衣篮中	干净的床单放在篮中
这件稀有文物保存在安全保险库中	这件稀有文物保存在安全保险库中	这件稀有文物保存
小船停在平静的湖面上	小船停在平静的湖面上	小船停在湖面上
大部分人生活在农村地区	大部分人生活在	大部分人生活
学生们看向复杂的方程式	学生们看向复杂的方程式	学生们看向方程式
小男孩看向玩具店的橱窗	小男孩看向玩具店的橱窗	的橱窗
他的父亲死于一次心脏病	他的父亲死于	他的父亲
他的父母冲到他身旁	他的父母冲到他身旁	fail to follow
这场意外发生在周六晚上	这场意外发生在	这场意外发生
小男孩看向玩具店的橱窗	小男孩看向玩具店的橱窗	小男孩看向
一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生在他们的结婚纪念日上	fail to follow
小鸟们停在粗树枝上	小鸟们停在粗树枝上	小鸟停在树枝上
剩余学生坐在地上	剩余学生坐在	剩余学生坐地上
一张照片挂在他的书房	一张照片挂在他的书房	fail to follow
