demonstration	test_sentence	response
咱一年调整一次才	我有时候买点	我买点
他知道这个事	你是项目的骨干	你是骨干
但是他们只租一个	那你还不就拿个提成	那你还不就拿个提
我抄送给你了	真的俩人笑的灿烂如花	fail to follow
我打不通你的	等我哪天想不开了我就这么玩儿	等我哪天想不开了我就玩儿
这不是基本的列	你等等我到群里看她们还在不	你等等我到群里看她们
各种是非上身	他这个楼的公共区域很好	这个楼的公共区域很好
那不是跟以前差不多的	我老公不会跟我去的	我老公不会跟我去
他主要关注警察那一块的	那你俩照什么主题	fail to follow
我还是原来的	你干啥办公室	你干啥
那是男厕所	我也在考虑这个问题	我也在考虑
只是对方是不是看到你的名字	关键是他的英语水平跟我一样	关键是他的英语水平跟我
你要用护士的工号	火女之类的都可以出	火女之类的都可以
那是理想国	我说我介绍一下它	我说
自己处理点自己的事情	你英文版的在哪儿	fail to follow
新一轮的政治斗争又将开始	我这里的有	这里有
你在忙么司	你最近在家干啥	fail to follow
手机里的音乐与照片还有电影太多	只有星期五的有	星期五的有
你是怎么知道这篇文章的	同志们会教你滴	fail to follow
只是对方是不是看到你的名字	我找别的系的	我找别的系
我会跟他们讲明利害	我是给我爱人定的	我是我爱人定的
改革开放不止一条路	情感的缺失给我造成不少的困扰	fail to follow
我开了个淘宝店	我看那车还不错	我看那车
我在宿舍经常没型号的	我回去理一下跟你说	我理一下跟你说
