demonstration	test_sentence	response
同学之间没有那多客套	母性的光芒四射	母性光芒四射
我狠不下心	空间啥也看不见	空间见
我没有干妈的微信	我去长长见识似乎也不错	去长长见识不错
那你当时是怎么跟她说的	我回去用电脑看看	fail to follow
我复给你看	腰都坐酸了	腰坐酸了
班长太不像话了	或者我跟老师联系一下	fail to follow
这里有个天伦不不孕不育医院	领子与扣子只是装饰	领子与扣子
你认识新朋友没	那个小姑娘现在是学院的收银	那个小姑娘是学院的收银
燃料电池的项目最近没有什么进展	这个是耳鼻喉科的手术申请单	耳鼻喉科的手术申请单
我以为他其实在别人面前失分了	大热天的你跟领导说说可以晚点来	大热天的
冲冲要做一个小手术	我们没有初稿这一说	我们没有初稿
你最近在家干啥	人人都在为奥运作准备	fail to follow
我明天估计又要忙一天了	我们也是学前班上了一个私立学校	也是学前班上了一个私立学校
这个工作累吧	下面这家的蛮好看	下面这家的
一般的天线厂都行	事儿妈神马的最讨厌了	事儿妈最讨厌了
我们只是公司的一个部门	你到时候去问问看你适合哪种	你去问问
但是我在别的地方做	你在兔子边上躺会儿吧	你在兔子边上躺吧
我开了个淘宝店	我很少和她私聊	我很少和她
之前结核在那边治疗的	我会在你们那边的下午发给你	我会下午发给你
我也是去看看学校和环境的	也许我和他说过话但没在意	也许和他说过话但没在意
当时我在外面骑车	不过我不敢跟她聊这方面	不过我不敢跟她聊
我明天估计又要忙一天了	我现在一身汗	一身汗
那不是跟以前差不多的	人人都在为奥运作准备	人人都在为奥运作备
我们现在客户需要这类的图书	你可以搜索一下他的文章什么的	你可以搜索他的文章
