original	label	prediction
学生们看向复杂的方程式	学生们看向复杂的方程式	学生们看向方程式
一只迷路的小狗走向城市公园	一只迷路的小狗走向城市公园	fail to follow
他的父母冲到他身旁	他的父母冲到他身旁	他的父母冲到
这场意外发生在周六晚上	这场意外发生在	这场意外发生
小鸟们停在粗树枝上	小鸟们停在粗树枝上	fail to follow
他的父母冲到他身旁	他的父母冲到他身旁	他的父母冲到
路标指向最近的出口	路标指向最近的出口	路标指向出口
这场意外发生在周六晚上	这场意外发生在	fail to follow
厚厚的论文摆放在书架上	厚厚的论文摆放在书架上	厚厚的论文摆放
一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生在他们的结婚纪念日上	他们的
大部分人生活在农村地区	大部分人生活在	大部分人生活在
易碎的花瓶放在顶层书架	易碎的花瓶放在顶层书架	易碎的花瓶放在顶层
小船停在平静的湖面上	小船停在平静的湖面上	小船停在湖面上
这件稀有文物保存在安全保险库中	这件稀有文物保存在安全保险库中	这件稀有文物保存
剩余学生坐在地上	剩余学生坐在	剩余学生坐
小女孩走向卧室	小女孩走向卧室	小女孩走向
这个老人看向窗户	这个老人看向窗户	这个老人看向
大部分人生活在农村地区	大部分人生活在	大部分人生活在农村
一张照片挂在他的书房	一张照片挂在他的书房	一张照片挂在书房
一张照片挂在他的书房	一张照片挂在他的书房	fail to follow
一只迷路的小狗走向城市公园	一只迷路的小狗走向城市公园	一只小狗走向公园
年老的客人们坐在晚餐桌旁	年老的客人们坐在晚餐桌旁	年老客人晚餐
小鸟们停在粗树枝上	小鸟们停在粗树枝上	fail to follow
厚厚的论文摆放在书架上	厚厚的论文摆放在书架上	fail to follow
