original	label	prediction
他的眼镜放在床头柜上	他的眼镜放在床头柜上	fail to follow
他的眼镜放在床头柜上	他的眼镜放在床头柜上	他的眼镜放在床头柜
他们一家生活在一个老旧农舍里	他们一家生活在	他们一家生活在
许多松鼠生活在橡树上	许多松鼠生活在橡树上	许多松鼠生活
小女孩走向卧室	小女孩走向卧室	小女孩走向
小鸟们停在粗树枝上	小鸟们停在粗树枝上	小鸟停在树枝上
这件稀有文物保存在安全保险库中	这件稀有文物保存在安全保险库中	这件稀有文物保存
小船停在平静的湖面上	小船停在平静的湖面上	小船停在湖面上
这件稀有文物保存在安全保险库中	这件稀有文物保存在安全保险库中	这件稀有文物保存
许多松鼠生活在橡树上	许多松鼠生活在橡树上	许多松鼠生活
一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生在他们的结婚纪念日
小船停在平静的湖面上	小船停在平静的湖面上	小船停在湖面上
小女孩走向卧室	小女孩走向卧室	小女孩走向
小船停在平静的湖面上	小船停在平静的湖面上	小船停在
这场意外发生在周六晚上	这场意外发生在	这场意外发生
小男孩看向玩具店的橱窗	小男孩看向玩具店的橱窗	小男孩看向
一只迷路的小狗走向城市公园	一只迷路的小狗走向城市公园	一只迷路的小狗走向
易碎的花瓶放在顶层书架	易碎的花瓶放在顶层书架	易碎的花瓶放在
这位伟大的艺术家死于一场重病	这位伟大的艺术家死于一场重病	fail to follow
易碎的花瓶放在顶层书架	易碎的花瓶放在顶层书架	易碎的花瓶放在
学生们看向复杂的方程式	学生们看向复杂的方程式	学生们看向方程式
黄金宝藏位于茂密的丛林	黄金宝藏位于茂密的丛林	黄金宝藏位于
他的眼镜放在床头柜上	他的眼镜放在床头柜上	眼镜放在床头柜上
一位绅士走向繁忙的咖啡厅	一位绅士走向繁忙的咖啡厅	一位绅士走向咖啡厅
