original	label	prediction
这场意外发生在周六晚上	这场意外发生在	这场意外发生
这场意外发生在周六晚上	这场意外发生在	fail to follow
学生们看向复杂的方程式	学生们看向复杂的方程式	学生们看向
易碎的花瓶放在顶层书架	易碎的花瓶放在顶层书架	fail to follow
易碎的花瓶放在顶层书架	易碎的花瓶放在顶层书架	顶层书架
一只迷路的小狗走向城市公园	一只迷路的小狗走向城市公园	一只迷路的小狗走向
干净的床单放在洗衣篮中	干净的床单放在洗衣篮中	床单放在洗衣篮中
厚厚的论文摆放在书架上	厚厚的论文摆放在书架上	厚厚的论文摆放
路标指向最近的出口	路标指向最近的出口	路标指向出口
一张照片挂在他的书房	一张照片挂在他的书房	一张照片挂在书房
小船停在平静的湖面上	小船停在平静的湖面上	小船停在湖面上
这件稀有文物保存在安全保险库中	这件稀有文物保存在安全保险库中	这件稀有文物保存在
一只迷路的小狗走向城市公园	一只迷路的小狗走向城市公园	一只迷路的小狗走向
路标指向最近的出口	路标指向最近的出口	路标指向出口
一位绅士走向繁忙的咖啡厅	一位绅士走向繁忙的咖啡厅	一位绅士走向
干净的床单放在洗衣篮中	干净的床单放在洗衣篮中	fail to follow
一张照片挂在他的书房	一张照片挂在他的书房	一张照片
一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生在他们的结婚纪念日上	惊讶的事情发生在结婚纪念日上
黄金宝藏位于茂密的丛林	黄金宝藏位于茂密的丛林	黄金宝藏位于丛林
这个老人看向窗户	这个老人看向窗户	这个老人看
这件稀有文物保存在安全保险库中	这件稀有文物保存在安全保险库中	这件稀有文物
易碎的花瓶放在顶层书架	易碎的花瓶放在顶层书架	fail to follow
学生们看向复杂的方程式	学生们看向复杂的方程式	学生们看向方程式
一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生在他们的结婚纪念日上	fail to follow
