original	label	prediction
这位伟大的艺术家死于一场重病	这位伟大的艺术家死于一场重病	fail to follow
一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生在他们的结婚纪念日上	fail to follow
一张照片挂在他的书房	一张照片挂在他的书房	fail to follow
厚厚的论文摆放在书架上	厚厚的论文摆放在书架上	厚厚的论文摆放
这位伟大的艺术家死于一场重病	这位伟大的艺术家死于一场重病	fail to follow
他们一家生活在一个老旧农舍里	他们一家生活在	他们一家生活在一个农舍里
黄金宝藏位于茂密的丛林	黄金宝藏位于茂密的丛林	黄金宝藏位于
易碎的花瓶放在顶层书架	易碎的花瓶放在顶层书架	fail to follow
小男孩看向玩具店的橱窗	小男孩看向玩具店的橱窗	小男孩看
小鸟们停在粗树枝上	小鸟们停在粗树枝上	小鸟们停在树枝上
大部分人生活在农村地区	大部分人生活在	大部分人生活在农村
这件稀有文物保存在安全保险库中	这件稀有文物保存在安全保险库中	这件稀有文物保存
年老的客人们坐在晚餐桌旁	年老的客人们坐在晚餐桌旁	年老的客人们坐在
这个故事始于一个小镇	这个故事始于一个小镇	这个故事始于
年老的客人们坐在晚餐桌旁	年老的客人们坐在晚餐桌旁	年老客人们坐在晚餐桌旁
他的父母冲到他身旁	他的父母冲到他身旁	他的父母冲到
厚厚的论文摆放在书架上	厚厚的论文摆放在书架上	论文摆放在书架上
年老的客人们坐在晚餐桌旁	年老的客人们坐在晚餐桌旁	年老的客人们
这位伟大的艺术家死于一场重病	这位伟大的艺术家死于一场重病	fail to follow
小男孩看向玩具店的橱窗	小男孩看向玩具店的橱窗	小男孩看橱窗
这个老人看向窗户	这个老人看向窗户	这个老人看
一位绅士走向繁忙的咖啡厅	一位绅士走向繁忙的咖啡厅	一位绅士走向咖啡厅
他的父母冲到他身旁	他的父母冲到他身旁	fail to follow
这场意外发生在周六晚上	这场意外发生在	这场意外发生
