demonstration	test_sentence	response
那是教育的问题	介样滴配色有质感点就行	配色有质感就行
按照银行报表的销售额可以	现在这些男的真是	fail to follow
我那没有那些康乐消费	那学校要赚钱吧	那学校要赚钱
你在哪上学	我周一交了作业再和她打个电话吧	我周一交作业和她打电话
你在后面唱渡口	我爸只活在自己的世界里	我爸活在自己的世界里
自己发自己的	每个品种都有故事	每个品种故事
我狠不下心	我下周也好不了	我下周也好
我在宿舍经常没型号的	这个得往单位发	得往单位发
我睡床上了	我们大多数的时间都是发在家上	我们大多数时间都在家
我要打造巨星品牌	这样的说法也震动了我们那个政府	这样的说法也震动了我们
技能讲师的公式不大好算	每个人心中的比例不同	心中的比例不同
我们这的供货很难打进来的	我的空间里面的相册中你看看	空间里面的相册中你看看
他不是我老公	只不过大部分人有些特殊需求	只不过大部分人有些
你敢嘲笑你哥	现在她不理你了吧	现在不理你了吧
我不信基督但却相信真诚的力量	你可以搜索一下他的文章什么的	搜索他的文章
各种是非上身	这个牌子的衣服质量非常好	牌子的衣服质量非常好
你有活干了小会计	那只是一方面	fail to follow
外部压力是内部调整的机遇	你办个招行和广发的就行	办招行和广发就行
法律是道德的最底线	后辈的都忘之脑后了	后辈的都忘之
那你现在一个月的收入大概是多少	手机里的音乐与照片还有电影太多	fail to follow
你跟销售经理说说	你直接和你哥哥联系吧	直接和你哥哥联系
你敢嘲笑你哥	那门课的成绩就是专四成绩	那门课的成绩就是专四
龙猫属于夜行动物	灵感来自我师母	fail to follow
那不是跟以前差不多的	我一般准备浴巾给他们带去	我准备浴巾带去
