original	label	prediction
小女孩走向卧室	小女孩走向卧室	小女孩走向
这位伟大的艺术家死于一场重病	这位伟大的艺术家死于一场重病	fail to follow
干净的床单放在洗衣篮中	干净的床单放在洗衣篮中	床单放在洗衣篮中
小女孩走向卧室	小女孩走向卧室	小女孩走向
这件稀有文物保存在安全保险库中	这件稀有文物保存在安全保险库中	这件稀有文物保存
剩余学生坐在地上	剩余学生坐在	fail to follow
这位伟大的艺术家死于一场重病	这位伟大的艺术家死于一场重病	fail to follow
厚厚的论文摆放在书架上	厚厚的论文摆放在书架上	论文摆放在书架上
路标指向最近的出口	路标指向最近的出口	路标指向
这件稀有文物保存在安全保险库中	这件稀有文物保存在安全保险库中	这件稀有文物保存
许多松鼠生活在橡树上	许多松鼠生活在橡树上	许多松鼠生活
小鸟们停在粗树枝上	小鸟们停在粗树枝上	小鸟们停在树枝上
他们一家生活在一个老旧农舍里	他们一家生活在	他们一家生活在一个老旧农舍
一张照片挂在他的书房	一张照片挂在他的书房	一张照片挂在
一只迷路的小狗走向城市公园	一只迷路的小狗走向城市公园	一只迷路的小狗走向
这场意外发生在周六晚上	这场意外发生在	fail to follow
厚厚的论文摆放在书架上	厚厚的论文摆放在书架上	论文摆放在书架上
小女孩走向卧室	小女孩走向卧室	小女孩走向
这位伟大的艺术家死于一场重病	这位伟大的艺术家死于一场重病	fail to follow
一轮圆月出现在漆黑的夜空上	一轮圆月出现在漆黑的夜空上	圆月出现
这个故事始于一个小镇	这个故事始于一个小镇	fail to follow
一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生在他们的结婚纪念日上	惊讶的事情发生在结婚纪念日上
这位伟大的艺术家死于一场重病	这位伟大的艺术家死于一场重病	fail to follow
这场意外发生在周六晚上	这场意外发生在	fail to follow
